"name","group","id","Razão de dependência","Taxa de frequência bruta ao médio","Taxa de frequência bruta à pré-escola","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao médio","Taxa de frequência líquida à pré-escola","Taxa de frequência líquida ao superior","% de 0 a 3 anos na escola","% de 4 a 5 anos na escola","% de 25 anos ou mais com superior completo","Renda per capita","Renda per capita , exceto renda nula","População total em domicílios particulares permanentes, exceto com renda nula","IDHM"
"SÃO GONÇALO DO GURGUÉIA","Piauí",220975,63.01,57.46,65.25,16.84,28.77,61.82,2.54,6.54,86.74,3.63,281.43,298.94,2630,0.56
"SÃO GONÇALO DO PIAUÍ","Piauí",220980,58.52,76.02,42.89,24.22,48.64,33.28,8.01,27.93,94.57,7.18,227.37,233.23,4615,0.616
"SÃO JOÃO DA CANABRAVA","Piauí",220985,60.18,87.79,73.84,23.21,49.84,63.8,9.65,10.52,79.36,2.98,229.34,235.26,4325,0.559
"SÃO JOÃO DA FRONTEIRA","Piauí",220987,66.81,45.24,59.53,15.5,21.51,48.05,4.11,29.78,68.82,3.45,198.13,200.56,5536,0.515
"SÃO JOÃO DA SERRA","Piauí",220990,57.15,67.89,35.49,11.69,34.12,28.01,2.7,37.98,94.19,4.64,237.11,243.06,5992,0.582
"SÃO JOÃO DA VARJOTA","Piauí",220995,59.61,96.47,60.82,20.15,38.26,53.01,6.2,19.76,100,3.93,224.99,233.44,4483,0.559
"SÃO JOÃO DO ARRAIAL","Piauí",220997,63.17,60.54,73.64,6.85,25.89,58.42,2.06,26.3,94.36,2.71,174.82,176.86,7235,0.523
"SÃO JOÃO DO PIAUÍ","Piauí",221000,54.96,117.27,73.3,24.59,48.68,60.48,11.64,14.51,90.86,6.41,368.36,372.34,19219,0.645
"SÃO JOSÉ DO DIVINO","Piauí",221005,48.44,71.82,66.79,5.88,30.21,61.88,2.35,40.63,99.03,3.07,214.48,217.65,5050,0.565
"SÃO JOSÉ DO PEIXE","Piauí",221010,64.44,88.09,102.74,24.5,39.33,85.07,14.47,17.87,89.59,4.62,242.73,251.86,3563,0.573
"SÃO JOSÉ DO PIAUÍ","Piauí",221020,57,71.03,65.28,20.13,36.77,64.53,9.12,14.07,72.21,2.99,275.18,276.07,6570,0.552
"SÃO JULIÃO","Piauí",221030,52.35,51.46,59.95,20.63,29.67,43.77,7.47,28.66,84.31,4.1,321.2,325.81,5574,0.594
"SÃO LOURENÇO DO PIAUÍ","Piauí",221035,50.94,79.83,54.13,17.62,45.13,52.46,3.17,10.37,80.3,1.93,261.24,267.81,4318,0.595
"SÃO LUIS DO PIAUÍ","Piauí",221037,59.96,83.35,56.58,35.38,43.82,56.58,13.99,0,69.42,2.46,202.89,206.81,2501,0.554
"SÃO MIGUEL DA BAIXA GRANDE","Piauí",221038,55.95,38.73,109.24,14.5,22.97,88.06,3.91,18.48,97.92,2,256.03,257.06,2097,0.563
"SÃO MIGUEL DO FIDALGO","Piauí",221039,66.82,60.6,81.65,18.77,31.51,63.58,2.6,14.73,96.63,3.06,185.84,202.5,2731,0.535
"SÃO MIGUEL DO TAPUIO","Piauí",221040,57.58,67.24,66.65,7.45,33.87,54.91,2.97,15.67,85.02,1.59,189.01,194.28,17638,0.556
"SÃO PEDRO DO PIAUÍ","Piauí",221050,61.54,65.34,64.79,12.68,35.31,49.66,6.79,22.65,94.05,4.8,249.23,258.81,13117,0.595
"SÃO RAIMUNDO NONATO","Piauí",221060,51.03,96.61,61.58,25.74,49.04,57.5,13.41,8.21,85.1,6.32,406.2,411.01,31855,0.661
"SEBASTIÃO BARROS","Piauí",221062,63.38,66.02,81.19,11.14,25.13,59.76,5.63,12.28,88.15,3.4,189.25,199.08,3374,0.536
"SEBASTIÃO LEAL","Piauí",221063,55.61,81.07,82.65,27.29,43.22,59.05,16.03,12.48,94.3,2.94,198.01,207.11,3910,0.562
"SIGEFREDO PACHECO","Piauí",221065,53.93,57.65,84.86,11.5,35.86,59.57,7.86,26.28,93.89,3.47,200.91,205.6,9394,0.581
"SIMÕES","Piauí",221070,64.24,62.02,79.56,11.3,27.85,56.63,6.55,14.07,87.51,5.3,261.23,264.46,13963,0.575
"SIMPLÍCIO MENDES","Piauí",221080,52.9,87.99,77.73,25.7,37.84,65.51,11.57,18.29,88.59,6.25,362.56,368.01,11815,0.627
"SOCORRO DO PIAUÍ","Piauí",221090,58.06,83.76,74.58,29.91,34.36,56.87,11.57,16.27,87.28,4.43,195.08,203.45,4333,0.561
"SUSSUAPARA","Piauí",221093,49.59,88.42,55.71,20.29,35.33,44.72,9.44,12.9,80.43,2.46,265.42,267.22,6187,0.586
"TAMBORIL DO PIAUÍ","Piauí",221095,58.04,36.19,51.33,14.9,20.35,45.33,4.34,11.18,78.6,1.61,189.63,193.01,2702,0.501
"TANQUE DO PIAUÍ","Piauí",221097,57.64,65.91,103.02,17.56,32.79,85.77,7.22,26.29,92.02,4.02,250.37,252.58,2562,0.579
"TERESINA","Piauí",221100,41.23,108.34,85.73,43.42,53.31,59.33,22.22,29.52,95.96,14.06,757.57,759.39,804229,0.751
"UNIÃO","Piauí",221110,59.55,80.4,58.85,10.97,34.01,51.69,2.97,16.57,93.15,3.1,232.7,241.46,41051,0.577
"URUÇUÍ","Piauí",221120,54.79,70.85,54.05,18.8,31.46,42.45,8.8,10.91,89.87,5.97,364.39,386.66,18910,0.631
"VALENÇA DO PIAUÍ","Piauí",221130,52.52,92.33,89.76,32.05,49.11,79.16,12.62,11.86,96.32,6.1,380.19,381.35,20227,0.647
"VÁRZEA BRANCA","Piauí",221135,59.93,53.54,55.11,6.56,33.37,47.45,4.48,12.95,84.99,4.08,201.49,207.88,4758,0.553
"VÁRZEA GRANDE","Piauí",221140,55.92,64.2,52.57,15.28,30.89,43.94,9.51,24.58,91.12,4.52,251.64,257.32,4240,0.571
"VERA MENDES","Piauí",221150,55.68,63.08,76.66,14.4,34.91,71.82,3.47,9.67,76.22,0.92,173.56,182.28,2840,0.503
"VILA NOVA DO PIAUÍ","Piauí",221160,43.73,68.26,121.42,28.59,26.81,78.08,13,21.77,100,4.45,259.38,263.23,3013,0.565
"WALL FERRAZ","Piauí",221170,55.07,95.41,98.9,10.28,46.25,88.05,2.14,9.86,96.91,1.82,195.12,196.74,4238,0.544
"ABAIARA","Ceará",230010,59.84,62.99,42.75,12.41,45.55,24.09,6.06,27.93,93.17,2.78,229.74,231.16,10381,0.628
"ACARAPE","Ceará",230015,54.67,49.04,91.23,6.83,28.04,70.35,3.89,19.01,95.65,3.22,259.03,261.49,15179,0.606
"ACARAÚ","Ceará",230020,55.99,63.97,78.46,5.96,41.49,64.6,2.69,24.63,96.08,3.29,250.79,256.5,55998,0.601
"ACOPIARA","Ceará",230030,55.18,72.67,55.7,13.48,46.86,46.17,6.13,25.55,94.31,2.52,266.65,270.94,50274,0.595
"AIUABA","Ceará",230040,60,49.86,43.82,11.66,33.35,35.9,4.04,33.27,90.3,3.01,200.6,205.16,15801,0.569
"ALCÂNTARAS","Ceará",230050,58.4,53.5,99.06,13.22,35.42,72.99,5.12,38.49,93.32,3.49,243.73,247.43,10595,0.6
"ALTANEIRA","Ceará",230060,63.86,65.69,81.76,11.82,38.44,64.52,6.41,52.85,93.99,3.54,240.97,244.25,6760,0.602
"ALTO SANTO","Ceará",230070,50.51,54.82,119.33,11.84,36.56,79.64,5.02,21.79,92.33,2.24,265.07,270.28,16044,0.601
"AMONTADA","Ceará",230075,65.51,79.78,73.35,11.82,49.08,51.41,4.08,29.02,95.57,4.04,182.47,190.34,37569,0.606
"ANTONINA DO NORTE","Ceará",230080,63.98,66.43,37.04,20.86,43.91,32.75,7.94,32.03,95.78,3,244.83,246.75,6906,0.599
"APUIARÉS","Ceará",230090,57.52,86.64,61.4,12.14,52.33,47.23,3.91,40.18,94.43,4.21,224.63,227.88,13703,0.618
"AQUIRAZ","Ceará",230100,48.13,64.19,81.92,8.74,36.14,61.12,4.63,20.97,89.37,4.09,352.6,356.06,70471,0.641
"ARACATI","Ceará",230110,47.13,71.6,94.39,14.56,48.55,64.12,6.77,31.69,94.74,5.38,349.26,352.16,68275,0.655
"ARACOIABA","Ceará",230120,56.29,60.35,96.6,6.32,42.91,70.9,3.3,27.67,94.1,3.78,245.24,251.39,24723,0.615
"ARARENDÁ","Ceará",230125,61.32,60.87,49.44,7.05,43.83,46.27,3.69,37.93,80.22,2.69,205.43,208.65,10290,0.59
"ARARIPE","Ceará",230130,64.39,53.51,46.8,10.66,33.53,42.57,6.29,26,81.38,2.96,197.14,197.75,20550,0.564
"ARATUBA","Ceará",230140,58.93,62.44,88.47,9.88,49.49,64.86,4.87,39.87,98.72,4.05,215.94,220.27,11293,0.622
"ARNEIROZ","Ceará",230150,56.79,70.85,63.59,15.18,51.2,60.72,7.26,32.65,90.52,3.22,269.77,272.16,7544,0.618
"ASSARÉ","Ceará",230160,62.36,62.29,35.62,12.48,28.76,30.48,6.42,26.22,70.97,3.79,282.6,289.33,21875,0.6
"AURORA","Ceará",230170,55.7,47.97,66.68,13.7,27.72,45.78,9.95,29.9,90.48,3.81,255.78,256.89,24412,0.605
"BAIXIO","Ceará",230180,52.67,69.76,42.22,12.78,41.4,37.55,6.16,36.21,82.2,3.79,265.94,266.65,5994,0.627
"BANABUIÚ","Ceará",230185,62.25,54.58,45.22,14.42,31.94,39.09,6.37,24.48,90.75,3.52,229.99,236.49,16773,0.606
"BARBALHA","Ceará",230190,53.48,73.85,78.1,26.98,48.47,56.22,15.49,34.17,96.2,6.92,362.9,363.89,55109,0.683
"BARREIRA","Ceará",230195,53.55,56.78,65.1,8.8,39.64,54.01,3.11,28.17,93.48,3.5,246.69,250.07,19276,0.616
"BARRO","Ceará",230200,54.41,56.77,60.76,12.47,34.33,51.96,6.93,38.45,92.45,4.33,254.44,258.47,21165,0.599
"BARROQUINHA","Ceará",230205,60.41,75.82,86.66,11.8,45.6,66.63,5.34,36.32,98.99,3.22,192.96,196.56,14183,0.571
"BATURITÉ","Ceará",230210,56.94,63.41,77.2,8.12,42.18,58.61,3.29,25.68,92.56,4.06,284.88,288.48,32776,0.619
"BEBERIBE","Ceará",230220,51.76,62.5,101.59,14.04,42.58,76.88,5.4,28.37,96.62,3.56,304.61,310.99,48203,0.638
"BELA CRUZ","Ceará",230230,56.7,83.38,85.52,11.63,52.49,58.48,6.28,29.05,93.9,3.61,221.07,223.99,30344,0.623
"BOA VIAGEM","Ceará",230240,61.94,52.63,62.26,10.13,34.38,50.8,4.73,10.33,81.56,2.65,250.47,254.4,51441,0.598
"BREJO SANTO","Ceará",230250,50.61,69.56,66.34,19.34,39.56,51.73,10.18,35.93,96.77,6.43,325.64,338.11,43234,0.647
"CAMOCIM","Ceará",230260,54.11,65.7,85.96,11.46,45.23,60.92,4.5,25.08,91.48,3.32,269,272.41,59121,0.62
"CAMPOS SALES","Ceará",230270,61.37,60.16,86.25,22.39,39.03,64.4,10.39,34.73,92.38,4.81,303.68,306.08,26135,0.63
"CANINDÉ","Ceará",230280,59.2,61.96,71.12,9.08,36.5,60.19,3.75,26.94,90.29,4.18,278.9,285.21,72581,0.612
"CAPISTRANO","Ceará",230290,57.12,78.04,73.34,10.64,44.57,58,5.25,36.04,95.68,3.54,211.95,219.58,16415,0.611
"CARIDADE","Ceará",230300,56.55,54.84,54.5,9.61,35.8,45.03,4,30.04,88.48,2.06,213.18,218.59,19496,0.592
"CARIRÉ","Ceará",230310,60.32,66.75,86.13,12.15,42.04,59.68,4.85,21.46,91.68,3.03,225.75,229.09,18060,0.596
"CARIRIAÇU","Ceará",230320,64.58,59.82,65.73,9.92,37.72,56.68,6.2,16.38,88.19,3.79,243.1,245.16,26165,0.578
"CARIÚS","Ceará",230330,55.11,70.14,89.48,8.63,45.19,70.02,3.91,22.53,89.18,1.94,239.39,243.54,18167,0.597
"CARNAUBAL","Ceará",230340,64.71,64.06,76.96,9.3,43.22,63.35,4.32,18.45,96.45,3.34,224.37,227.16,16504,0.593
"CASCAVEL","Ceará",230350,49.99,66.74,84.81,13.92,41.78,69.8,6.12,16.86,94.89,3.34,309.14,311.59,65450,0.646
"CATARINA","Ceará",230360,43.22,58.19,60.14,6.05,33.52,42.92,3.63,35.14,84.8,2.83,246.38,248.74,18496,0.618
"CATUNDA","Ceará",230365,61.82,72.07,67.92,9.07,49,53.77,4.06,45.9,100,3.88,225.43,228.83,9778,0.609
"CAUCAIA","Ceará",230370,47.93,70.18,90.51,15.25,43.75,64.9,6.63,32.15,94.18,4.33,379.63,381.99,322217,0.682
"CEDRO","Ceará",230380,57.43,82.43,76.67,17.84,49.58,60.25,7.61,26.57,89.4,4.21,317.69,322.2,24125,0.627
"CHAVAL","Ceará",230390,56.79,78.2,100.94,15.88,46.25,72.51,9,34.02,95.32,3.58,208.7,211.28,12435,0.586
"CHORÓ","Ceará",230393,62.68,70.44,55.35,17.29,42.74,47.9,8.26,44.74,95.56,2.87,171.62,176.09,12467,0.585
"CHOROZINHO","Ceará",230395,49.98,57.1,73.79,13.73,39.54,55.35,5.87,22.57,87.36,2.77,277.4,282.96,18470,0.604
"COREAÚ","Ceará",230400,58.63,68.64,72.51,16.89,48.2,56.33,10.79,19.54,96.55,3.91,210.65,212.21,21786,0.61
"CRATEÚS","Ceará",230410,53.74,65.54,81.56,15.65,40.88,64.17,6.08,18.92,89.36,5.61,373.18,380.13,71173,0.644
"CRATO","Ceará",230420,50.2,80.94,86.81,34.68,50.87,65.12,19.32,28.99,93.42,10.83,470.46,472.46,120144,0.713
"CROATÁ","Ceará",230423,64.63,69.27,67.42,11.18,45.49,56.5,3.36,21.92,95.94,1.35,176.12,180.87,16601,0.59
"CRUZ","Ceará",230425,56.87,85.08,81.73,16.92,54.25,72.48,8.71,30.29,99.02,3.38,282.51,286.65,22040,0.632
"DEPUTADO IRAPUAN PINHEIRO","Ceará",230426,56.03,84.02,99.65,15.95,60.4,75.38,6.78,11.68,96.55,1.24,233.15,236.62,8935,0.609
"ERERÊ","Ceará",230427,52.24,50.95,59.27,10.61,31.99,55.32,3.28,34.28,100,3.79,246.27,247.42,6791,0.61
"EUSÉBIO","Ceará",230428,49.09,61.91,80.99,12.24,39.05,57.53,5.09,27.3,95.16,6.25,623.01,625.79,45504,0.701
"FARIAS BRITO","Ceará",230430,57.75,91.03,87.42,17.79,54.91,59.14,9.18,36.96,96.88,3.94,231.88,239.73,18380,0.633
"FORQUILHA","Ceará",230435,53.41,94.94,94.41,12.77,43.75,58.59,4.45,29.97,100,3.53,300.9,303.67,21550,0.644
"FORTALEZA","Ceará",230440,41.16,77.44,91.25,34.4,45.84,65.26,16.28,28.36,90.39,13.73,846.36,847.35,2424565,0.754
"FORTIM","Ceará",230445,51.09,61.61,89.25,9.83,43.38,64.59,3.54,29.13,94.68,3.51,264.14,267.62,14543,0.624
"FRECHEIRINHA","Ceará",230450,60.86,45.22,73.72,13.42,28.19,58.59,8.07,26.26,92.97,5.68,246.03,250.67,12723,0.604
"GENERAL SAMPAIO","Ceará",230460,66.68,57.41,60.5,4.58,34.17,47.89,2.81,34.58,87.99,3.54,242.1,245.95,6039,0.568
"GRAÇA","Ceará",230465,67.75,59.32,78.28,16.81,40.55,65.31,7.04,29.28,93.39,3.73,195.67,198.35,14826,0.57
"GRANJA","Ceará",230470,64.81,60.61,68.43,9.93,39.61,51.7,5.57,20.91,81.18,3.99,173.99,185.68,49217,0.559
"GRANJEIRO","Ceará",230480,60.12,60.04,68.33,10.36,32.25,64.71,5.68,31.42,85.93,1.99,221.14,225.58,4538,0.585
"GROAÍRAS","Ceará",230490,53.8,82.52,78.69,16.18,51.26,64.7,10.02,18.99,94.35,4,304.64,305.8,10158,0.633
"GUAIÚBA","Ceará",230495,53.2,68.98,90.86,3.77,36.47,72.09,0.97,28.52,95.78,3.07,239.69,242.95,23745,0.617
"GUARACIABA DO NORTE","Ceará",230500,64.28,67.08,103.63,13.63,44.08,73.73,5.88,26.67,97.66,2.9,247.55,250.7,37267,0.609
"GUARAMIRANGA","Ceará",230510,54.91,60.5,52.86,11.8,39.2,47.01,5.02,18.47,96.02,4.38,287.35,288.88,4082,0.637
"HIDROLÂNDIA","Ceará",230520,63,67.29,88.75,17.09,39.99,65.21,8.42,21.29,97.01,3.17,243.41,244.64,19193,0.597
"HORIZONTE","Ceará",230523,48.38,64.83,71.93,7.18,37.73,63.43,3.12,13.38,89.33,3.03,322.78,325.83,54567,0.658
"IBARETAMA","Ceará",230526,61.33,61.19,85.98,10.78,43.66,67.38,4.16,24.77,93.97,1.83,199.63,207.07,12447,0.577
"IBIAPINA","Ceará",230530,60.57,75.98,82.12,13.06,43,65.3,5.59,23.62,93.49,4.12,258.57,264.04,23300,0.608
"IBICUITINGA","Ceará",230533,51.09,73.37,52.13,9.94,46.25,49.22,4.66,33.64,94.62,3.03,196.54,200.89,11040,0.606
"ICAPUÍ","Ceará",230535,45.93,81.27,58.82,18.06,40.56,46.42,8.52,28.72,100,3.28,280.79,282.17,18182,0.616
"ICÓ","Ceará",230540,54.16,63.3,54.52,12.31,36.46,43.93,6.09,14.69,86.82,3.68,274.01,280.51,63867,0.606
"IGUATU","Ceará",230550,48.69,66.47,76.83,17.35,44.68,61.67,8.6,17.3,93.21,4.92,434.67,436.8,95794,0.677
"INDEPENDÊNCIA","Ceará",230560,55.72,63.36,43.85,9.77,46,36.68,3.27,27.46,95.93,2.68,262.34,266.79,25026,0.632
"IPAPORANGA","Ceará",230565,65.23,71.47,63.25,11.08,49.26,46.57,2.68,31.32,96.3,2.15,182.11,185.49,11121,0.579
"IPAUMIRIM","Ceará",230570,56.94,54.55,55.15,17.69,24.44,40.35,8.07,33.64,88.76,4.45,380.61,382.8,11900,0.606
"IPU","Ceará",230580,60.38,58.56,87.02,11.99,39.91,70.35,6.95,32.1,96.84,4.94,301.38,303.51,39955,0.618
"IPUEIRAS","Ceará",230590,64.59,51.99,58.82,10.11,30.43,51.97,3.18,24.02,94.44,2.63,222.22,225.71,37204,0.573
"IRACEMA","Ceará",230600,53.51,66.66,55.31,15.54,55.09,48.6,6.6,54.03,90.69,4.17,328.61,330.26,13636,0.652
"IRAUÇUBA","Ceará",230610,62.24,64.1,79.13,8.13,37.61,64.84,2.99,12.12,93.7,3.15,211.75,224.94,20945,0.605
"ITAIÇABA","Ceará",230620,47.77,81.11,40.45,27.18,58.85,36.27,14.89,22.99,96.53,4.81,296.81,297.77,7244,0.656
"ITAITINGA","Ceará",230625,48.27,73.83,83.27,5.35,43.99,63.28,3.02,26.48,96.31,1.81,300.15,301.51,34226,0.626
"ITAPAGÉ","Ceará",230630,56.38,72.18,73.41,10.29,44.35,60.84,5.3,21.03,96.21,3.53,263.18,267.34,47458,0.623
"ITAPIPOCA","Ceará",230640,58.58,64.22,75.27,16.83,43.41,58.54,7.35,27.25,95.21,4.41,264.08,269.22,113244,0.64
"ITAPIÚNA","Ceará",230650,57.97,50,68.92,13.61,32.64,57.1,5.28,27.45,92.41,2.75,209.53,213.79,18212,0.604
"ITAREMA","Ceará",230655,61.23,84.41,59.02,9.45,50.93,45.53,2.55,28.97,95.93,2.38,214.89,219.75,36392,0.606
"ITATIRA","Ceará",230660,68.1,51.12,83.53,11.28,26.15,64.97,3.32,18.06,90.11,2.36,196.02,201.85,18321,0.562
"JAGUARETAMA","Ceará",230670,54.95,52.82,59.73,7.52,34.81,46.97,3.51,24.91,90.4,2.51,247.85,251.01,17573,0.612
"JAGUARIBARA","Ceará",230680,51.21,64.84,61.53,16.13,35.51,52.19,6.6,32.36,96.99,3.93,287.08,288.3,10089,0.618
"JAGUARIBE","Ceará",230690,55.2,54.87,54.95,11.28,36.51,41.89,5.37,31.17,84.97,4.54,294.97,298.56,33978,0.621
"JAGUARUANA","Ceará",230700,46.28,77.14,84.11,14.53,44.71,66.63,6.34,19.19,94.93,2.55,274.9,282.13,31229,0.624
"JARDIM","Ceará",230710,60.86,77.81,83.5,11.32,42.27,68.44,4.75,21.72,96.49,4.26,241.09,247.89,25922,0.614
"JATI","Ceará",230720,54.88,75.29,67.6,15.79,47.43,48.21,6.95,34.41,97.59,5.29,264.55,265.8,7598,0.651
"JIJOCA DE JERICOACOARA","Ceará",230725,52.26,87.29,84.47,9.23,56.11,70.77,4.17,29.82,98.82,5.96,365.46,369.36,16386,0.652
"JUAZEIRO DO NORTE","Ceará",230730,52.29,74.19,97.66,27.05,46.51,71.54,13.88,31.44,97.06,7.44,439.53,440.64,247595,0.694
"JUCÁS","Ceará",230740,60.36,66.92,92.81,6.06,43.7,76.85,2.53,16.9,87.53,2.4,232.22,235.01,23417,0.598
"LAVRAS DA MANGABEIRA","Ceará",230750,56.42,52.12,67.4,18.4,27.27,58.75,10.78,23.63,90.24,4.65,288.15,292.74,30512,0.613
"LIMOEIRO DO NORTE","Ceará",230760,44.97,71.43,88.72,23.45,50.97,66.61,10.34,25.14,92.91,5.91,410.03,412.41,55811,0.682
"MADALENA","Ceará",230763,61.19,72.33,85.08,14.01,40.59,64.32,6.88,20.86,96.84,2.55,225.22,232.55,17434,0.61
"MARACANAÚ","Ceará",230765,44.26,77.07,88.78,10.98,43.38,61.28,4.67,30.62,93.25,2.92,372.91,373.27,208429,0.686
"MARANGUAPE","Ceará",230770,50.11,80.29,51.76,8.12,43.24,43.85,3.37,17.14,81.7,3.05,307.81,311.81,111711,0.659
"MARCO","Ceará",230780,62.81,61.82,90.85,8.35,44.27,72.09,3.69,28.78,92.1,3.27,266.87,269.93,24117,0.612
"MARTINÓPOLE","Ceará",230790,63.76,66.62,103.02,26.46,35.24,73.23,13.28,22.46,92.05,5.48,232.17,239.5,9894,0.599
"MASSAPÊ","Ceará",230800,58.72,70.84,77.65,12.9,41.07,53.39,7.1,36.5,97.15,3.51,231.47,235.69,34463,0.616
"MAURITI","Ceará",230810,57.19,74.33,61.24,12.16,37.24,47.65,5.48,38.34,92.26,4,236.11,239.63,43504,0.605
"MERUOCA","Ceará",230820,57.45,75.64,68.68,13.57,41.75,52.81,5.04,25.52,95.39,2.95,258.78,262.87,13405,0.618
"MILAGRES","Ceará",230830,55.52,64.14,98.63,10.23,41.72,73.51,7.24,34.52,99.54,4.15,261.96,263.5,28090,0.628
"MILHÃ","Ceará",230835,56.79,53.31,73.51,16.23,43.09,54.6,6.77,25.1,94.65,2.8,260.95,268.71,12703,0.626
"MIRAÍMA","Ceará",230837,66,50.47,82.44,8.58,33.72,68.39,2.59,36.91,98.77,3.46,191.56,195.37,12546,0.592
"MISSÃO VELHA","Ceará",230840,59.95,77.11,62.44,11.96,43.45,51.14,5.67,31.04,93.93,4.15,293.16,295.8,33826,0.622
"MOMBAÇA","Ceará",230850,60.2,48.36,52.11,6.26,32.63,44.53,4.22,14.56,79.52,2.66,243.85,246.75,42063,0.582
"MONSENHOR TABOSA","Ceará",230860,61.04,58.85,72.74,11.98,35.37,54.35,4.42,28.6,95.16,4.19,237.18,240.86,16427,0.61
"MORADA NOVA","Ceará",230870,51.27,67.47,43.53,14.79,42.52,40.85,8.2,23.24,93.08,4.62,276.36,280.3,61071,0.61
"MORAÚJO","Ceará",230880,57.71,83.43,31.79,7.06,49.1,24.34,3.72,19.78,89.44,4.55,174.55,176.16,7981,0.581
"MORRINHOS","Ceará",230890,65.95,57.07,48.86,13.68,36.36,41.27,7.65,34.56,91.83,3.67,208.9,213.43,20247,0.588
"MUCAMBO","Ceará",230900,60.62,71.88,65.41,14.48,44.25,58.6,7.59,33.22,91.7,4.34,269.65,273.45,13885,0.607
"MULUNGU","Ceará",230910,60.52,44.29,67.6,6.78,33.52,50.94,1.95,34.45,96.74,3.11,246.35,252.08,11202,0.607
"NOVA OLINDA","Ceará",230920,57.98,58.19,86.45,17.7,36.37,59.97,8.49,25.62,95.73,5.2,272.1,279.82,13842,0.625
"NOVA RUSSAS","Ceará",230930,58.75,64.1,67.25,13.47,38.8,54.56,6.37,26,93.41,4.95,304.52,307.49,30566,0.614
"NOVO ORIENTE","Ceará",230940,56.05,63.71,62.87,6.97,42.89,54.59,3.35,31.14,94.66,2,247.79,256.22,26463,0.605
"OCARA","Ceará",230945,55.46,61,45.18,11.08,33.71,41.96,5.92,8.13,83.41,2.51,208.77,216.06,23123,0.594
"ORÓS","Ceará",230950,52.16,58.05,73.41,9.13,41.63,66.53,6.87,35.17,99.09,2.59,298.84,300.1,21249,0.636
"PACAJUS","Ceará",230960,49.73,66.82,84.87,8.53,37.63,56,4.42,27.53,94.45,3.58,354.78,357.19,61409,0.659
"PACATUBA","Ceará",230970,47.77,69.14,73.82,7.58,35.77,56.32,3.09,24.54,88.17,2.71,344.63,345.57,71937,0.675
"PACOTI","Ceará",230980,57.77,39.65,61.49,14.97,22.84,43.57,7.3,35.72,100,5.48,279.49,281.64,11489,0.635
"PACUJÁ","Ceará",230990,59.12,69.41,99.56,26.35,44.71,77.71,13.9,32.57,98.71,4.83,264.03,264.69,5962,0.621
"PALHANO","Ceará",231000,47.91,75.65,55.54,21.42,57.16,49.15,10.13,36.07,98.64,3.83,281.69,283.26,8806,0.638
"PALMÁCIA","Ceará",231010,56.27,52.23,55.83,8.98,27.93,43.23,4.65,40.79,91.57,4.06,315.23,323.32,11685,0.622
"PARACURU","Ceará",231020,52.7,58.65,73.72,6.89,31.07,54.18,2.17,28.28,94.47,5.37,328.2,331.15,31126,0.637
"PARAIPABA","Ceará",231025,55.65,61.06,109.05,5.73,42.18,77.15,2.63,28.83,96.62,2.88,283.79,285.77,29697,0.634
"PARAMBU","Ceará",231030,62.14,63.88,55.18,6.42,37.17,43.06,2.98,19.04,89.28,1.65,211.05,216.39,30486,0.57
"PARAMOTI","Ceará",231040,62.77,67.48,54.4,9.5,42.45,48.58,3.91,24.4,95.13,2.7,196.63,200.51,11062,0.583
"PEDRA BRANCA","Ceará",231050,58.25,58.19,86.29,6.85,41.07,64.41,2.96,26.76,91.98,2.94,231.56,236.65,40881,0.603
"PENAFORTE","Ceará",231060,56.9,68.84,51.06,23.54,38.13,39.97,9.73,31.41,94.51,8.04,271.18,272.92,8164,0.646
"PENTECOSTE","Ceará",231070,56.48,69.46,83.44,10.51,46.27,67.09,2.14,16.16,91.77,3.59,264.95,271.4,34439,0.629
"PEREIRO","Ceará",231080,59.31,63.94,66.37,12.78,38.19,56.09,3.86,31.86,93.79,3.07,209.49,211.38,15597,0.601
"PINDORETAMA","Ceará",231085,51.17,58.68,81.38,13.27,43.84,65.97,4.53,25,95.92,2.72,296.99,300.9,18408,0.636
