"name","id","Taxa de desocupação - 18 anos ou mais 2010","Taxa de desocupação - 18 a 24 anos 2010","Taxa de desocupação - 25 a 29 anos 2010","IDHM 1991","IDHM 2000","IDHM 2010","IDHM Renda 1991","IDHM Renda 2000","IDHM Renda 2010","% de 0 a 5 anos na escola 2010","% de 18 a 24 anos na escola 2010","% de 25 a 29 anos na escola 2010","Taxa de frequência bruta à pré-escola 2010","Taxa de frequência bruta ao superior 2010","Taxa de frequência líquida à pré-escola 2010","Taxa de frequência líquida ao superior 2010","Renda per capita 1991","Renda per capita 2000","Renda per capita 2010",,,,,,,,
"Martins",2407401,7.14,21.96,6.81,371,516,622,437,512,0.58,51,30.46,9.11,102.52,23.83,75.84,7.68,121.31,193.98,295.35,,,,,,,,
"Martins Soares",3140530,2.38,4.41,3.28,373,539,635,508,607,619,21,12.07,4.05,46.64,9.13,46.64,5.4,188.22,350.28,376.88,,,,,,,,
"Maruim",2804003,17.88,36.83,22.82,361,469,618,459,507,0.59,37,32.46,13.7,86.58,9.45,66.24,4.42,139.5,187.52,314.55,,,,,,,,
"Marumbi",4115507,3.69,8.47,3.38,467,604,721,561,0.61,705,58,31.38,10.13,82.55,21.73,66.05,14.81,263,356.39,642.72,,,,,,,,
"Mar Vermelho",2704906,9.2,23.68,14.96,274,412,577,403,448,0.54,51,25.29,6.68,67.75,15.08,59.9,4.2,98.35,130.31,229.81,,,,,,,,
"Marzagão",5212907,7.76,12.87,16.29,0.51,614,699,632,638,692,51,33.63,12.7,97.4,27.43,78.3,18.89,409.41,422.87,594.43,,,,,,,,
"Mascote",2920908,15.51,29.22,18.53,208,356,581,402,464,567,40,33.41,9.79,57.74,19.19,44.84,6.93,97.57,143.91,272.97,,,,,,,,
"Massapê",2308005,7.76,13.67,12.7,298,423,616,466,456,541,58,28.23,12.91,77.65,12.9,53.39,7.1,144.95,136.36,231.47,,,,,,,,
"Massapê do Piauí",2206050,7.05,12.85,8.25,132,0.31,525,334,438,514,31,27.73,13.48,57.89,15.42,54.55,7.01,63.85,121.94,195.88,,,,,,,,
"Massaranduba",2509206,6.44,13.62,9.36,288,408,567,0.42,477,552,40,24.88,12.75,82.31,9.74,72.36,3.95,109.15,155.26,247.98,,,,,,,,
"Massaranduba",4210605,1.58,1.94,0.51,0.55,703,774,662,707,749,44,21.72,9.67,79.9,29.56,73.97,17.07,492.22,649.67,847.63,,,,,,,,
"Mata",4312104,0.83,2.49,1.79,431,551,656,579,0.6,0.66,27,20.94,4.98,57.47,19.52,48.14,12.55,294.36,335.21,484.75,,,,,,,,
"Mata de São João",2921005,14.35,22.06,17.46,378,506,668,505,0.56,648,43,30.62,9.71,63.29,10.65,50.23,2.52,185.79,261.1,451.9,,,,,,,,
"Mata Grande",2705002,1.57,2.44,2.63,253,356,504,381,438,506,35,26.36,6.4,62.64,6.38,45.67,3.48,85.42,122.38,186.87,,,,,,,,
"Matão",3529302,6.66,12.87,9.18,517,687,773,673,701,766,53,29.54,13.54,100.49,31.68,78.33,18.34,528.74,627.64,940.44,,,,,,,,
"Mataraca",2509305,13.37,24.65,19.81,277,385,536,433,471,533,39,26.05,10.37,80.26,6.59,75.17,2.84,118.21,150.36,219.95,,,,,,,,
"Mata Roma",2106409,8.02,15.3,8.99,267,0.39,0.57,324,414,483,40,37.79,12.68,74.39,9.44,53.79,1.9,60.19,105.16,161.49,,,,,,,,
"Mata Verde",3140555,6.85,11.05,12.03,237,0.44,581,428,536,581,46,26.54,13.15,57.1,11.66,53.48,3.89,115.06,224.51,298.19,,,,,,,,
"Mateiros",1712702,8.51,17.73,14.19,147,281,607,347,404,586,13,19.46,1,29.5,1.44,29.5,1.44,69.46,98.94,307.46,,,,,,,,
"Matelândia",4115606,3.8,9.79,4.27,483,646,725,587,654,715,49,27.1,14.18,56.5,34.65,49.79,16.2,308.21,467.2,683.91,,,,,,,,
"Materlândia",3140605,9.69,23.9,11.98,349,461,597,485,489,557,26,18.66,2.44,53.85,5.55,53.85,2.08,163.67,167.97,255.52,,,,,,,,
"Mateus Leme",3140704,6.69,13.95,7.2,464,605,704,577,641,688,24,29.14,13.84,40.14,15.09,37.36,7.96,290.78,431,579.23,,,,,,,,
"Mathias Lobato",3171501,15.43,24.25,27.35,0.39,0.52,612,479,549,596,43,16.84,8.92,60.62,7.39,47.53,3.44,157.3,243.21,326.18,,,,,,,,
"Matias Barbosa",3140803,6.69,14.63,8.93,482,628,0.72,599,647,703,37,26.08,13.5,89.09,29.97,71.13,15,332.29,448.92,633.76,,,,,,,,
"Matias Cardoso",3140852,10.16,12.82,12.34,242,429,616,407,445,584,44,22.99,5.5,47.83,9.17,36.16,3.29,100.68,127.67,303,,,,,,,,
"Matias Olímpio",2206100,6.31,13.03,5.84,277,376,562,0.37,434,521,52,21.9,8.49,47.6,7.41,41.05,2.23,79.85,118.77,204.46,,,,,,,,
"Matina",2921054,5.36,7.8,7.85,259,383,572,362,386,538,43,23.49,7.89,58.02,7.45,54.3,3.22,76.33,88.51,227.07,,,,,,,,
"Matinha",2106508,6.63,11.15,9.82,0.31,443,619,349,425,579,41,25.81,8.42,71.14,5.37,56.33,2.82,70.3,112.95,294.51,,,,,,,,
"Matinhas",2509339,4.46,13.28,5.45,258,397,541,364,457,531,35,27.44,7.84,58.81,11.8,43.86,6.39,77.16,137.42,217.6,,,,,,,,
"Matinhos",4115705,5.38,11.08,8.35,522,635,743,651,685,743,51,25.92,13.63,61.9,39.65,46.44,14.94,460.42,567.59,814.03,,,,,,,,
"Matipó",3140902,5.39,10.28,8.21,358,503,631,517,601,0.63,34,28.48,9.21,64.53,20.11,59.53,12.9,200.06,337.41,403.48,,,,,,,,
"Mato Castelhano",4312138,0.24,1.82,,434,665,727,541,655,752,14,11.67,3.74,32.5,15.62,32.5,6.96,231.41,472.19,862.71,,,,,,,,
"Matões",2106607,3.87,9.85,2.79,222,0.33,0.55,377,427,519,44,27.39,13.11,66.79,8.26,49.97,1.63,83.76,113.76,202.66,,,,,,,,
"Matões do Norte",2106631,15.18,35.14,16.13,209,342,533,298,371,452,52,32.48,14.97,72.54,9.2,51.99,3.14,51.11,80.5,133.33,,,,,,,,
"Mato Grosso",2509370,6.06,10.55,9.23,202,364,565,351,0.47,566,32,19.14,7.93,72.33,7.99,60.74,3.05,71.27,149.13,271.56,,,,,,,,
"Mato Leitão",4312153,1.43,3.66,3.94,472,623,746,612,638,721,50,25.41,5.54,62.77,29.92,56.57,21.5,360.6,422.72,708.43,,,,,,,,
"Mato Queimado",4312179,1.55,2.6,2.46,461,617,717,494,604,702,41,32.16,5.11,67.46,25.63,67.46,21.23,173.24,342.88,629.4,,,,,,,,
"Mato Rico",4115739,1.67,4.89,0.43,239,483,632,399,523,0.58,39,16.5,7.63,39.32,13.06,37.07,5.29,95.94,207.18,296.21,,,,,,,,
"Matos Costa",4210704,4.32,11.58,4.44,433,512,657,539,601,0.63,35,13.15,12.34,40.06,12.6,38.96,2.64,228.43,337.46,402.83,,,,,,,,
"Mato Verde",3141009,4.98,12.16,4.98,351,505,662,481,531,604,40,22.6,10.94,83.81,18.92,76.83,12.99,159.27,217.64,343.76,,,,,,,,
"Matozinhos",3141108,9.35,15.24,10.01,0.48,647,731,0.56,653,0.69,40,24.7,13.58,86.83,23.77,73.94,8.56,261.61,464.35,584.15,,,,,,,,
"Matrinchã",5212956,5.76,7.37,8.14,344,515,679,558,582,651,28,26.72,7.28,44.4,19.72,36.56,11.71,257.19,299.66,458.45,,,,,,,,
"Matriz de Camaragibe",2705101,15.16,27.03,18.64,332,394,584,0.41,0.45,541,42,30.11,12.17,78.44,10.41,48.04,3.45,102.61,131.88,231.82,,,,,,,,
"Matupá",5105606,4.82,8.47,4.07,442,564,716,666,665,706,41,28.75,12.81,78.03,20.08,74.87,11.35,503.3,500.02,649.23,,,,,,,,
"Maturéia",2509396,6.21,13.06,4.65,199,341,572,405,425,0.54,37,26.89,9.03,61.72,20.58,51.4,11.29,99.22,112.72,230.63,,,,,,,,
"Matutina",3141207,1.94,9.71,,481,585,707,614,655,744,35,23.79,7.29,42.76,21.11,37.04,14.73,366.11,469.88,820.03,,,,,,,,
"Mauá",3529401,11.12,21.08,11.14,523,664,766,677,682,721,46,22.94,13.39,79.47,25.02,66.33,11.91,539.64,557.39,709.25,,0.72,,722.04,,0.72,,697.08
"Mauá da Serra",4115754,6.12,13.11,9.23,389,526,652,607,609,661,30,17.82,6.67,44.16,12.53,37.01,5.91,349.24,353.45,487.69,,,,,,,,
"Maués",1302900,4.12,8.35,3.61,333,454,588,475,0.51,549,29,43.88,17.29,40.25,9.94,28.95,4.2,153.52,191.31,244.3,,,,,,,,
"Maurilândia",5213004,7.14,10.23,8.5,448,546,677,604,607,682,39,15.61,6.54,52.71,14.26,43.82,7.62,342.28,350.1,557.51,,,,,,,,
"Maurilândia do Tocantins",1712801,3.53,11.17,3.81,195,383,0.58,0.44,435,542,25,20.08,9.64,49.85,19.01,39.35,6.25,123.63,120.08,233.68,,,,,,,,
"Mauriti",2308104,8.31,12.26,9.68,278,445,605,383,495,544,57,29.32,12.42,61.24,12.16,47.65,5.48,86.68,173.73,236.11,,,,,,,,
"Maxaranguape",2407500,15.22,23.43,19.55,323,425,608,0.47,453,582,48,32.89,7.91,49.06,7.19,38.46,1.98,149.12,133.8,298.87,,,,,,,,
"Maximiliano de Almeida",4312203,2.25,6.89,3.06,445,562,699,586,602,699,29,19.42,3.9,77.61,20.44,69.42,13.64,307.41,338.97,620.58,,,,,,,,
"Mazagão",1600402,5.81,12.13,6.8,319,434,592,484,495,609,34,33.06,17.53,60.84,13.37,52.83,4.42,162.67,173.83,353.61,,,,,,,,
"Medeiros",3141306,2.31,5.28,4.88,466,611,711,634,701,722,43,29.15,14.62,63.31,27.12,59.47,16.01,413.3,628.23,715.52,,,,,,,,
"Medeiros Neto",2921104,10.01,25.68,9.62,374,516,625,523,585,626,33,22.82,8.14,47.53,15.07,41.73,5.22,207.13,304.05,392.49,,,,,,,,
"Medianeira",4115804,3.3,6.95,3.05,545,665,763,636,679,762,46,39.25,16.1,74.24,45.53,70.17,26.93,417.54,547.46,914.67,,,,,,,,
"Medicilândia",1504455,2.73,7.51,2.37,293,0.47,582,532,627,605,24,20.68,8.01,46.17,6.69,41.61,2.25,218.71,396.44,345.44,,,,,,,,
"Medina",3141405,7.32,12.1,8.16,326,477,624,473,505,624,34,24.98,12.68,61.92,19.93,61.92,8.2,152.01,184.74,388.82,,,,,,,,
"Meleiro",4210803,1.63,4.55,0.97,491,641,738,642,739,734,46,32.11,11.41,84.55,30.84,78.94,20.41,434.04,792.35,768.23,,,,,,,,
"Melgaço",1504505,14.07,20.47,14.6,177,0.26,418,423,406,454,21,33.82,14.94,37.79,8.93,28.74,3.67,110.92,100.22,135.21,,,,,,,,
"Mendes",3302809,10.39,24.29,6.11,532,642,736,607,694,707,62,27.75,12.36,104.27,28.87,80.4,13.74,349.74,601.1,649.4,,,,,,,,
"Mendes Pimentel",3141504,7.39,11.46,12.82,348,448,626,497,549,617,34,18.1,3.46,76.66,9.26,75.01,6.48,175.89,243.56,372.96,,,,,,,,
"Mendonça",3529500,3.9,10.1,2.56,487,666,744,659,0.69,0.72,64,30.82,12.63,111.09,24.77,64.95,17.19,481.96,584.93,707.36,,,,,,,,
"Mercedes",4115853,1.42,4.24,0.75,481,654,0.74,609,686,708,56,18.52,8.56,93.25,30.48,80,15.95,352.97,571.71,657.38,,,,,,,,
"Mercês",3141603,4.15,10.52,2.83,374,529,664,497,586,683,30,21.95,7.37,49.59,18.27,46.19,8.66,175.8,306.28,561.75,,,,,,,,
"Meridiano",3529609,6.92,13.04,7.66,452,621,731,552,617,717,63,20.62,2.72,78.67,23.88,56.12,16.6,248.73,371.79,694.38,,,,,,,,
"Meruoca",2308203,3.37,8.38,2.6,306,0.44,618,386,477,559,49,28.66,12.49,68.68,13.57,52.81,5.04,88.2,156.15,258.78,,,,,,,,
"Mesópolis",3529658,4.64,10.16,4.71,428,627,724,0.49,596,674,51,16.07,9.51,74.33,19.47,74.33,11.53,168.75,325.84,530.46,,,,,,,,
"Mesquita",3141702,8.41,18.22,9.01,0.32,528,656,0.48,582,638,34,23.77,12.91,76.75,18.55,69.88,12.02,158.94,299.61,424.12,,,,,,,,
"Mesquita",3302858,10.09,22.27,12.5,543,634,737,0.61,672,704,45,31.17,14.1,80.36,24.62,57.37,10.43,356.32,523.01,640.37,,,,,,,,
"Messias",2705200,17.95,33.36,20.46,306,379,568,478,474,557,38,29.36,11.14,70.31,8.15,66.01,4.22,157.08,152.81,256.45,,,,,,,,
"Messias Targino",2407609,6.36,15.56,10.81,377,472,644,415,0.49,608,58,29.1,13.45,71.2,23.78,56.15,11.87,105.86,168.81,350.8,,,,,,,,
"Miguel Alves",2206209,5.76,9.48,6.05,247,338,539,398,425,533,38,38.99,17.32,71.68,8.72,59.23,4.19,95.39,112.85,220.05,,,,,,,,
"Miguel Calmon",2921203,8.81,20.63,8.04,307,425,586,442,494,571,41,32.07,15.84,64.36,13.47,47.56,7.06,125.54,172.52,279.05,,,,,,,,
"Miguel Leão",2206308,2.49,8.84,3.76,324,412,623,453,478,579,42,27.12,15.36,22.22,24.39,22.22,7.59,133.73,156.53,294.48,,,,,,,,
"Miguelópolis",3529708,9.64,16.5,12.81,498,649,741,629,678,712,42,22.05,6.45,61.96,20.58,53.28,12.54,400.74,545.12,670.82,,,,,,,,
"Miguel Pereira",3302908,9.69,21.11,10.34,505,642,745,638,736,0.74,44,27.8,8.69,85.06,21.01,73.11,10.09,422.88,778.21,801.63,,,,,,,,
"Milagres",2308302,7.82,15.09,10.28,327,0.45,628,423,472,561,55,20.58,5.06,98.63,10.23,73.51,7.24,110.95,150.9,261.96,,,,,,,,
"Milagres",2921302,14.34,25.24,17.31,332,476,622,456,523,0.59,48,24.08,13.8,76.81,10.84,41.86,4.35,136.6,207.62,313.88,,,,,,,,
"Milagres do Maranhão",2106672,9.22,18.53,6.24,192,322,527,373,0.41,465,40,26.06,7.24,86.17,5.33,63.14,1.34,81.65,102.76,144.42,,,,,,,,
"Milhã",2308351,4.17,11.49,5.62,282,466,626,347,479,0.56,46,20.04,9.51,73.51,16.23,54.6,6.77,69.44,157.76,260.95,,,,,,,,
"Milton Brandão",2206357,9.44,19.09,11.73,133,297,508,278,336,476,58,32.44,7.48,77.27,4.21,59.01,2.22,45.25,64.91,154.73,,,,,,,,
"Mimoso de Goiás",5213053,4.13,7.66,6.33,331,445,665,487,525,656,29,18.6,7.74,83.57,18.45,63.87,7.51,166.16,210.5,474.44,,,,,,,,
"Mimoso do Sul",3203403,3.59,9.18,5.13,415,572,0.67,513,614,672,35,26.29,5.85,59.12,14.47,54.66,8.05,194.18,364.86,523.04,,,,,,,,
"Minaçu",5213087,11.13,20.8,10.94,434,559,707,572,619,691,36,30.14,14.29,50.54,24.1,49.01,8.77,281.87,375.51,590.7,,,,,,,,
"Minador do Negrão",2705309,7.52,16.72,11.92,263,384,563,415,446,541,33,29.83,10.13,44.55,6.37,41.26,4.52,105.59,128.64,231.37,,,,,,,,
"Minas do Leão",4312252,5.81,13.85,3.51,417,547,681,557,606,743,21,22.83,12.24,34.67,24.24,32.83,13.91,255.49,346.5,815.23,,,,,,,,
"Minas Novas",3141801,4.59,8.79,2.21,282,421,633,417,485,0.6,36,23.14,12.34,61.26,13.2,58.75,6.67,107.16,163.73,334.06,,,,,,,,
"Minduri",3141900,13.67,26.64,26.58,411,589,658,514,626,631,33,24.86,3.16,85.98,14.86,78.58,8.33,195.55,394.44,404.95,,,,,,,,
"Mineiros",5213103,6.75,12.9,8.32,479,0.59,718,671,687,753,34,30.35,9.82,60.97,29.05,48.11,17.66,520.98,574.37,869.04,,,,,,,,
"Mineiros do Tietê",3529807,4.69,8.45,7.24,492,642,0.73,0.65,687,719,46,11.88,7.61,92.31,19.22,79.14,8.29,456.06,574.23,700.24,,,,,,,,
"Ministro Andreazza",1101203,2.1,5.31,4.95,277,467,638,546,623,647,19,33.09,10.3,34.88,20.72,31.12,11.23,239.14,385.37,448.38,,,,,,,,
"Mirabela",3142007,7.76,16.03,12.18,363,515,665,494,0.52,596,37,17.93,11.94,54.02,16.99,48.55,8.32,172.62,203.28,326.06,,,,,,,,
"Miracatu",3529906,8.73,19.56,14.65,452,563,697,642,633,645,34,13.6,6.71,61.87,11.06,59.3,6.93,435.92,411.42,442.77,,,,,,,,
"Miracema",3303005,9.79,20.75,13.93,502,615,713,573,654,696,60,36.25,9.2,82.1,26.62,71.17,16.49,283.56,468.5,608.62,,,,,,,,
"Miracema do Tocantins",1713205,6.29,13.86,7.6,0.46,0.58,684,672,674,675,35,30.06,11.57,62.28,25.27,56.15,9.55,524.73,528.85,533.46,,,,,,,,
"Mirador",2106706,5.78,12.41,7.16,0.26,368,545,371,449,485,46,30,14.17,78.18,9.98,62,3.52,80.43,130.49,163.97,,,,,,,,
"Mirador",4115903,4.1,7.2,4.59,415,567,0.68,512,588,656,46,22.15,9.55,51.85,17.99,49.56,11.52,193.16,310.21,474.75,,,,,,,,
"Miradouro",3142106,5.63,13.21,6.4,332,525,663,486,587,645,30,21.97,5.9,67.65,18.47,66.27,9.86,164.86,308.44,443.39,,,,,,,,
"Mira Estrela",3530003,5.97,14.94,6.97,425,626,743,537,613,697,56,33.83,17.7,85.55,45.22,81.97,27.08,225.97,362.58,613.14,,,,,,,,
"Miraguaí",4312302,2.8,5.11,9.56,412,584,725,506,561,744,30,24.78,5.37,50.97,23.33,45.12,13.33,186.63,261.97,820.8,,,,,,,,
"Miraí",3142205,2.63,4.06,2.11,418,528,0.68,552,621,663,43,17.65,4.52,80.1,13.67,68.76,10.35,247.77,380.65,493.91,,,,,,,,
"Miraíma",2308377,12.68,18.78,24.94,269,394,592,346,398,0.51,59,24.59,9.07,82.44,8.58,68.39,2.59,68.7,95.07,191.56,,,,,,,,
"Miranda",5005608,7.92,17.66,11.16,389,0.5,632,556,595,638,28,23.31,8.49,46.24,13.58,39.2,5.96,254.52,324.28,424.44,,,,,,,,
"Miranda do Norte",2106755,11,23.87,11.7,0.34,471,0.61,447,511,0.55,49,20.14,5.88,79.43,7.25,53.53,2.54,129.55,191.87,245.25,,,,,,,,
"Mirandiba",2609303,8.31,16.72,16.04,362,445,591,407,447,512,37,26.29,8.2,54.12,11.75,50.88,7.56,100.62,129.11,193.86,,,,,,,,
"Mirandópolis",3530102,5.71,13.41,6.14,545,679,751,641,0.68,732,24,18.34,4.28,71.22,17.09,63.32,11.04,432.41,548.93,758.64,,,,,,,,
"Mirangaba",2921401,8.35,18.21,15.02,241,361,542,387,441,512,46,30.14,11.51,61.15,8.16,51.87,2.22,89.17,124.74,193.47,,,,,,,,
"Miranorte",1713304,6.07,10.8,8.98,432,508,662,606,612,633,21,19.73,10.65,30.49,19.06,25.19,5.54,347.35,361.49,410.45,,,,,,,,
"Mirante",2921450,6.52,9.65,13.05,173,286,527,419,426,524,37,30.24,14.17,51.4,8.18,45.01,3.04,108.81,113.58,208.18,,,,,,,,
"Mirante da Serra",1101302,5.79,9.61,8.52,254,0.47,643,459,0.61,673,28,22.28,9.03,56.15,13.41,55.23,5.67,139.31,356.77,527.79,,,,,,,,
"Mirante do Paranapanema",3530201,7.3,16.95,6.26,496,0.63,724,566,627,0.67,40,22.18,10.38,60.47,25.19,54.03,13.89,270.57,395.02,516.3,,,,,,,,
"Miraselva",4116000,4.59,16.27,2.47,513,659,748,565,641,694,75,32.66,7.69,85.75,39.78,66.67,20,269.85,431.03,600.03,,,,,,,,
"Mirassol",3530300,7.4,13.15,10.43,542,709,762,673,0.71,748,48,27.55,13.92,69.8,34.64,65.06,16.55,528.45,665.53,841.27,,,,,,,,
"Mirassolândia",3530409,4.27,7.5,4.66,458,634,738,581,597,704,54,10.6,4.6,70.19,14.49,70.19,7.2,297.93,329.46,639.58,,,,,,,,
"Mirassol D'Oeste",5105622,5.23,7,6.9,442,582,704,631,648,723,30,28.88,16.5,55.37,35.43,50.86,15.92,407,450.84,718.18,,,,,,,,
"Miravânia",3142254,7.4,21.31,4.85,205,453,593,0.36,444,544,55,20.16,4.19,59.05,3.31,56.95,0.53,75.06,127.08,235.64,,,,,,,,
"Mirim Doce",4210852,0.29,,,434,612,708,545,0.61,683,22,21.34,14.05,32.92,32.68,32.92,15.05,237.23,356.54,560.66,,,,,,,,
"Mirinzal",2106805,7.67,12.19,13.17,0.38,491,622,438,484,546,54,34.59,17.09,105.73,18.4,67.54,5.7,122.17,162.57,239,,,,,,,,
"Missal",4116059,2.59,6.11,4.75,487,658,711,608,658,714,47,36.72,13.82,64.33,46.12,58.33,24.76,351.94,481.13,678.96,,,,,,,,
"Missão Velha",2308401,4.17,7.06,4.86,302,444,622,0.42,509,579,49,22.01,6.31,62.44,11.96,51.14,5.67,109.37,190.28,293.16,,,,,,,,
"Mocajuba",1504604,11.59,21.93,11.38,354,443,575,458,488,539,46,41.15,15.95,95.05,13.37,74.97,4.92,137.93,166.53,229.18,,,,,,,,
"Mococa",3530508,5.97,14.59,9.05,538,678,762,651,694,756,59,31.89,8.7,109.95,27.93,86.3,16.4,459.79,602.1,881.99,,,,,,,,
"Modelo",4210902,0.83,1.26,2.94,502,0.63,0.76,578,647,751,54,29.41,9.48,110.83,35.83,85.99,16.49,291.9,447.96,858.23,,,,,,,,
"Moeda",3142304,3.93,12.09,5.23,379,525,638,503,596,657,31,27.08,10.81,63.52,9.34,63.52,5.23,182.55,325.95,477.77,,,,,,,,
"Moema",3142403,3.4,6.86,3.63,516,645,721,567,689,703,34,24.11,6.83,58.76,23.57,53.19,14.24,272.9,584.02,634.04,,,,,,,,
"Mogeiro",2509404,11.11,22.52,17.21,245,391,574,367,451,538,39,20.65,6.28,65.34,8.28,46.85,2.86,78.43,132.42,227.05,,,,,,,,
"Mogi das Cruzes",3530607,9.05,18.34,10.74,566,701,783,704,734,762,46,26.74,12.75,67.18,34.52,56.09,15.79,640.54,769.85,916.81,,0.76,,929.23,,0.76,,905.06
"Mogi Guaçu",3530706,7.32,15.53,8.18,563,701,774,682,719,0.74,49,24.5,9.98,90.78,31.44,76.15,15.78,558.55,701.05,802.19,,,,,,,,
"Mogi Mirim",3530805,7.06,14.22,9.42,574,718,784,705,745,767,52,28.19,14.16,83.4,38.99,69.85,18.33,643.76,826.96,945.62,,,,,,,,
"Moiporá",5213400,5.04,17.84,7.4,425,575,696,541,612,652,17,40.8,4.66,23.57,44.58,23.57,32.74,232.29,360.26,461.94,,,,,,,,
"Moita Bonita",2804102,2.15,5.96,2.68,337,459,587,449,0.5,596,50,32.89,7.07,95.32,15.51,69.9,10.43,130.96,180.15,326.89,,,,,,,,
"Moju",1504703,6.1,9.1,8.4,289,399,547,468,498,578,23,32.28,12.32,29.65,9.6,24.16,2.52,146.79,177.58,291.67,,,,,,,,
"Mombaça",2308500,4.97,9.76,7.34,269,399,582,408,469,549,37,15.1,5.27,52.11,6.26,44.53,4.22,101.57,148.47,243.85,,,,,,,,
"Mombuca",3530904,4.68,5.8,2.82,526,606,719,682,684,746,43,16.81,10.78,75.83,15.04,71.84,5.11,558.94,564.9,832.07,,,,,,,,
"Monção",2106904,3.87,8.83,5.59,248,366,546,401,452,499,46,32.74,14.39,90,10.98,62.43,3.82,96.72,132.84,178.1,,,,,,,,
"Monções",3531001,9.11,20.59,19.4,428,647,772,0.58,632,731,52,23.86,3.92,81.24,34.95,78.99,23.86,295.31,407.89,755.2,,,,,,,,
"Mondaí",4211009,1.7,5.26,2.52,462,607,748,527,649,728,46,25.63,7.88,102.11,23.99,82.29,14.38,212.43,454.37,741.84,,,,,,,,
"Mongaguá",3531100,10.22,22.18,10.29,516,0.64,754,648,699,719,46,20.62,8.63,65.3,16.82,54.21,9.32,450.78,620.65,699.73,,,,,,,,
"Monjolos",3142502,8.84,22.9,9.6,351,551,0.65,499,622,612,21,12.03,12.79,36.44,10.42,36.44,2.62,179.05,382.73,360.58,,,,,,,,
"Monsenhor Gil",2206407,10.7,24.01,12.32,323,0.44,615,361,471,568,51,24.65,7.87,83.49,17.09,60.17,5.29,75.62,149.87,273.95,,,,,,,,
"Monsenhor Hipólito",2206506,1.2,2.59,1.54,312,409,561,417,549,591,32,37.65,22.6,72.19,26.87,69.75,13.5,107.4,243.16,315.6,,,,,,,,
"Monsenhor Paulo",3142601,3.24,8.9,6.11,475,633,721,607,661,682,35,21.05,10.72,67.84,20.08,65.4,9.01,350.03,489.44,555.78,,,,,,,,
"Monsenhor Tabosa",2308609,10.51,21.49,11.76,306,437,0.61,358,432,545,54,26.12,14.71,72.74,11.98,54.35,4.42,74.4,118.01,237.18,,,,,,,,
"Montadas",2509503,3.14,8.15,0.97,266,449,0.59,332,466,545,36,18.61,6.64,86.18,13.3,78.96,4.82,63.16,145.44,238.17,,,,,,,,
"Montalvânia",3142700,4.67,9.14,4.44,361,0.5,613,536,559,586,29,27.25,10.24,38.26,10.1,34.3,5.38,224.75,260.08,305.88,,,,,,,,
"Montanha",3203502,5.88,10,9.07,423,558,667,547,634,679,38,22.94,7.6,50.86,21.11,46.65,9.03,241.21,414.43,547.46,,,,,,,,
"Montanhas",2407708,7.22,13.83,9.38,294,408,557,442,471,553,35,22.59,8.05,65.39,8.79,60.77,2.89,125.52,149.68,249.75,,,,,,,,
"Montauri",4312351,,,,484,608,764,624,699,0.79,38,37.46,11.26,97.78,43.2,89.64,30.53,387.94,619.06,1091.01,,,,,,,,
"Monte Alegre",1504802,6.93,14.15,12.87,349,467,589,0.47,502,541,39,28.58,12.79,68.04,10.91,52.62,3.72,149.37,181.61,231.65,,,,,,,,
"Monte Alegre",2407807,11.57,31.61,12.9,327,465,609,427,482,578,55,29.36,11.58,60.75,10.08,47.56,3.43,113.82,160.22,292.15,,,,,,,,
"Monte Alegre de Goiás",5213509,6.39,10.82,7.66,312,418,615,472,503,592,27,24.77,11.7,44.4,15.33,40.17,5.73,150.87,183.46,317.66,,,,,,,,
"Monte Alegre de Minas",3142809,5.36,11.63,6.98,459,596,674,0.63,646,699,28,25.4,11.26,38.63,22.1,33,12.02,402.17,445.54,619.1,,,,,,,,
"Monte Alegre de Sergipe",2804201,8.35,17.08,10.54,251,0.39,553,409,466,539,42,30.77,10.21,87.32,12.01,72.78,5.78,101.65,145.16,229.3,,,,,,,,
"Monte Alegre do Piauí",2206605,8.76,15.81,10.26,0.3,387,578,436,444,531,35,39.95,17.13,53.06,23.47,47.78,9.61,120.42,126.56,217.23,,,,,,,,
"Monte Alegre dos Campos",4312377,1.47,2.83,2.01,305,462,0.65,486,536,667,34,16.39,5.4,39.17,6.6,36.42,4.45,165,225.01,508.71,,,,,,,,
"Monte Alegre do Sul",3531209,3.35,10.58,2.38,504,675,759,627,0.71,752,50,26.1,13.57,91.68,32.24,79.89,16.98,396.21,661.96,861.61,,,,,,,,
"Monte Alto",3531308,5.69,12.89,5.14,574,703,768,691,718,746,51,29.76,9.31,106.54,33.39,78.82,19.48,591.29,698.18,832.6,,,,,,,,
"Monte Aprazível",3531407,3.78,10.15,5.07,557,704,785,0.65,706,781,42,25.23,5.3,63.39,25.43,56.29,15.6,455.81,647.94,1032.05,,,,,,,,
"Monte Azul",3142908,7.13,18.29,8.37,354,505,659,446,497,611,35,26.25,7.59,70.85,13.94,66.12,7.65,128.46,176.8,358.13,,,,,,,,
"Monte Azul Paulista",3531506,6.25,15.84,6.29,494,662,753,664,707,733,50,23.61,8.88,107.65,27.27,85.91,13.49,498.48,650.41,765.11,,,,,,,,
"Monte Belo",3143005,1.51,4.08,1.18,399,0.56,688,0.55,636,677,39,18.45,8.78,52.07,18.24,48.67,12.96,244.69,419.3,539.84,,,,,,,,
